crop_type,soil_type,rainfall_mm,temperature_c,fertilizer_kg,pesticide_kg,area_hectares,humidity_percent,soil_ph,nitrogen_level,phosphorus_level,potassium_level,planting_month,irrigation_count,yield_tons
Cotton,Loamy,838.4244481981146,39.61636193977099,62.99152453279506,16.588764513007987,27.16387079981176,33.0762199477892,5.556377829079207,97.38856520891835,63.8071025434886,35.97351023147667,6,12,9.65986280591473
Wheat,Silt,1405.2438175159555,20.227434114740355,264.9369514212667,17.22502079727633,4.022334516401678,53.74019484577896,5.165724920643938,70.06852054062904,6.619243335700654,46.58559649685688,5,10,13.02975912448029
Soybean,Loamy,337.0111835401468,18.25882825108164,164.56332869126197,4.271691081089331,11.228548237532832,41.31593587629552,5.685925528720837,97.47227171131162,33.76363208827287,27.253052785393113,4,14,9.339006575966849
Rice,Silt,1193.7729464981558,20.08837184717241,115.60402042405362,6.148300949553171,24.805207384159555,63.69795199706279,7.036802745270241,84.9230200028718,10.157795147836087,79.28852490436337,6,1,11.680745894765737
Cotton,Clay,732.5723693887904,34.226528328993105,110.4411268699204,6.426905393987965,5.212713028681368,71.56850363094603,7.751404067310963,34.374892630596335,64.40793345612185,56.892025933042106,12,14,6.686036065428767
Soybean,Clay,1051.7258288816395,25.63764148179607,170.7535282109876,6.1472752416905525,42.323285389704935,61.927191612282385,5.592366591050131,48.46921025961674,60.29522623442783,85.56506108658022,5,18,13.820058133172555
Wheat,Peaty,538.3075773807982,29.13539849381345,271.70788486723984,17.25275507998147,36.18230429527475,56.05420179668374,5.3799437522042695,31.45531979701088,72.6491070719867,55.96769997634637,3,16,13.204705556353735
Wheat,Silt,407.3399413037658,15.525228924659018,144.58689542066173,1.60581110896325,47.23804986177625,53.24000525140154,7.622516261922376,10.377744474750868,22.730296921483596,19.912642447755733,2,19,11.2171414023094
Maize,Peaty,408.60139855259433,15.860782714332863,237.43143669588582,2.4458997906347117,34.97987839223733,80.50150608582022,6.068054156880514,26.924387783221775,39.22219123458492,23.669634707078036,6,17,12.59966701426436
Maize,Sandy,291.63952933608806,26.145638745675406,74.20468274680465,6.204382541968171,47.079667240847094,43.162083903916205,8.330248037295734,10.36545276581881,18.836590787329833,89.12591810942777,4,5,7.279930262635665
Rice,Silt,441.34071637161594,35.41638108004059,169.01417553776542,4.797586518339429,28.171115228857285,74.05310037173213,7.500112897136306,74.78546152154411,32.84262008555896,68.04521578646941,11,14,10.5318724793399
Soybean,Loamy,1063.4852004856589,37.130971967689135,297.9215350981839,5.405332663774119,30.4107119420365,75.44893948440713,6.143646165350608,48.29808679490796,44.1682438675163,13.942300002327173,10,16,15.116062618762468
Soybean,Sandy,1346.1977953965604,17.167664189891006,242.60945069808423,16.160920595812698,48.87158167668678,55.152000436244066,6.013399617277967,38.13172543700725,8.999809237894173,66.30248040277318,3,8,15.984671993822225
Maize,Sandy,1258.3633912685104,28.45907755252557,102.63212211015326,11.699405283948892,32.46432819634876,47.83803595353836,6.832944351949582,78.55488019856692,58.615280800803895,42.97384374476893,8,11,11.386532652447483
Soybean,Loamy,1090.6746028368293,37.83074215698176,175.36036842447766,1.1096425645663919,2.5085418741765833,58.23248916275851,5.277006338973733,84.92380971576806,45.74700202783064,34.57667094585524,12,4,9.00717891856733
Soybean,Sandy,343.56142243443344,24.69931885994716,108.40619091214164,9.15713254837971,36.46633605489564,35.59283555356191,5.411867794258546,97.77695847848919,67.1719262908005,22.324863498442742,9,13,10.372120515423026
Wheat,Silt,575.9436801847348,35.73914578570921,152.39023181562732,8.74981361015682,45.36796591473337,32.755801933745396,5.6155025846066735,67.7812226207717,25.38353758933979,77.19231636452525,7,7,10.727005634155354
Maize,Peaty,602.7489379192097,18.342391359985903,245.02100593374118,3.1649601194463273,39.983432239922,36.696191967113506,7.711532576565961,51.537606268604655,72.74908289519408,15.107310319128056,2,16,13.969488499383244
Cotton,Sandy,524.9440303169076,38.38486224169497,242.8062038226009,13.846693983427686,29.607830358645707,41.22870188773357,6.7985007574419285,37.47378714466923,79.90206897728325,33.186836990371226,8,8,9.870186995832011
Maize,Silt,869.50735762264,33.785582938282566,107.02509447559629,14.339846579210331,33.8938721415823,60.250609220282584,5.036984929710551,30.008638829280365,73.94738287832558,34.51063150605635,11,2,10.106340975202624
Cotton,Clay,896.2199593435744,38.53335981967254,280.55582953871505,14.696971161989856,49.519397673331916,80.94819816966734,7.3573078461523815,29.16333554343411,63.34193568748656,22.872422717080028,11,6,15.111690065959445
Wheat,Silt,663.9517677224433,31.91543083881266,198.1420456912067,14.84094796561325,5.442442336957578,44.13853991998122,6.4829156253117395,46.82704372478189,65.92766021553356,50.65479066294962,5,11,8.98111922520922
Rice,Peaty,659.9259063573668,24.085098299985674,144.98107274050363,1.0010037117136392,33.694996603028734,86.10972064480669,6.787983277373293,99.26077197591368,48.03081819084398,10.93621014487141,11,2,11.427812084955656
Soybean,Silt,1277.1222772779058,38.45452931311806,175.48389519521515,19.12449527308772,14.886487033959098,87.29447453610021,5.749406851945275,10.076832769366295,19.26153971844579,34.07804123283273,10,8,8.739873141368081
Wheat,Loamy,1226.0807028155914,21.88916940772946,201.26781335943593,16.469966574038597,32.36442943272233,87.53427629071231,6.931237799379362,27.74853075079007,55.7780513860788,84.69035552264512,7,13,13.559189599551566
Soybean,Peaty,600.1345811849694,23.304313051543314,189.97263296144635,18.17565223519642,30.773555218313,80.25376408057943,8.427036339130211,26.955368416321644,58.45647515449487,34.84236554736046,5,17,11.772495542445036
Rice,Clay,1387.9249770352371,32.52021045004351,171.60125888404457,1.2972226108412486,8.519384773299942,51.829502447863234,5.257056418520165,74.54075369790631,78.90388552009293,38.83675096854013,2,10,11.013561327853866
Rice,Loamy,1438.6595221032578,34.132907488134656,176.23320102235004,18.74331711992905,11.130585641271718,34.36103466015739,5.9937108988255074,41.723625483825565,45.59759871922414,47.85320385872573,12,3,9.221073726432225
Wheat,Silt,624.765304639053,38.235087096228845,94.10297760697154,16.385982045073987,31.45984932411746,64.1291239059897,5.850491575012905,51.153472413263856,25.352676126879228,54.93546998811798,12,7,7.637278746372848
Rice,Peaty,660.7524334309713,20.120060226405236,253.18322607616983,16.907163716215273,7.283267417884932,63.520886636234025,5.869922587629128,23.376171742291447,56.275439130463006,74.69669158565952,12,17,10.103877800583074
Cotton,Clay,857.3243994485465,34.9499508804806,185.44007998525385,2.7724603097174016,13.99386288138582,80.99854602657572,6.32547225147882,46.4497334989253,78.4531864749841,25.22569785248141,4,12,10.024586383175903
Rice,Loamy,1423.4570562937756,33.46365133492409,82.76996542617577,15.036782549453356,41.92703183916212,89.75946305676631,7.8633842466045865,19.287983071525247,18.29104312018205,79.73971017540458,11,3,10.871436258973585
Soybean,Clay,1339.215263085005,16.594863906339945,241.5392753956945,19.23841710319973,17.027483794080293,60.48943839360885,8.195005414875355,57.973895909972484,29.4498438901702,70.60394857151115,5,9,13.31991268618474
Soybean,Silt,333.3383513586667,24.680578530255175,283.11099459433774,13.892399486945052,24.91494765721348,50.71224186238706,5.707752806106407,18.814452884457033,45.64107153295108,67.81202677292441,6,7,9.79923562535993
Soybean,Clay,710.5499662528412,22.069136426502464,286.82672480924055,11.840666687867524,47.11587642214617,41.15410269337602,6.9003247828183945,81.14575430558406,17.76609761615036,16.94436589717082,5,11,16.661199116361786
Soybean,Sandy,919.3825466747033,22.61226060885076,142.2544331027932,18.966963877230942,12.130305353010367,30.287989489042243,7.229146402579181,60.99415457864406,6.666547963995377,11.731255197966775,10,18,10.275461886552964
Cotton,Loamy,854.072214317002,39.57367198886752,83.87921839018851,9.415805312954284,20.09167485054251,60.54682154933275,6.8263961602734575,75.15710863961652,30.273734183093797,57.52101607264672,11,11,9.313939555355606
Maize,Clay,452.02198831796045,31.069435336998197,179.5999066582663,12.386577759899096,30.716431001633737,63.33112000215574,6.519267379689218,47.66647479874155,69.90281011257936,79.0507170018529,1,1,9.399238145940302
Wheat,Silt,1316.4618025186012,32.94190394483749,78.15230733730517,10.050427576392957,38.01160754569464,79.49630878904384,5.671914270507332,44.33421639180046,8.260129949278612,56.75531713125088,1,7,10.61890085605551
Soybean,Silt,1080.0230178958886,39.41544093287523,283.4968546281543,18.724078205845682,45.18101594892255,60.274618073568035,6.708767757197335,18.838800014397727,37.16967942626881,27.058789235642465,3,12,14.797207658746578
Rice,Clay,1289.2808873073448,24.430044561440965,95.8949068387865,2.445609808544638,45.85817639110224,84.98810091996339,6.404251896989651,57.14700463385404,62.165057969456186,17.241591835937058,9,0,13.238339650679327
Soybean,Silt,1316.3935631543138,35.04600421132015,113.19146498779102,10.521274315681616,39.05536364425853,67.68500859428613,7.784471768757944,56.30519483713828,76.48869476831639,65.9677162254188,11,2,12.356131618402173
Rice,Peaty,1172.8626097654617,25.863274082612385,151.6591317212426,14.052096386323328,12.188210993072211,80.42017429326499,7.672615257070483,52.129184000464484,78.91065492533242,67.74162218542476,2,1,10.061526075794077
Rice,Peaty,770.9737816246326,36.738341795374495,145.79111713978145,16.046224230022503,2.2156571720857245,38.89810408846483,5.4689953842198475,76.64665282142043,36.647703545655624,23.80253605496869,10,19,8.59124781110079
Soybean,Peaty,993.7107815200519,19.51643853278258,248.66572309947225,12.077354301438591,19.804922587425565,81.32016781813888,5.309816683970737,84.92539600291191,76.27882207843382,12.255225239722902,5,7,13.832336592805254
Cotton,Sandy,408.47502795566606,38.69215442660699,164.0792051377406,18.269437138307627,7.935893698403343,70.5086312666309,8.178538801296261,77.57107074536573,7.65642299606478,42.662681057855764,9,2,7.562687905614606
Rice,Clay,1075.73904271738,20.469292710271993,92.69206500083422,18.897837490793563,35.808994724476605,40.21398194629983,6.874279361375742,22.947916852615947,60.94377034989172,56.61749617064177,7,14,9.7107063115084
Rice,Sandy,433.02923246106496,23.155512674523287,116.80247387151853,2.222065240678087,33.395398754460125,41.385813488760654,8.002303280489068,65.98535583538973,53.20595259752097,66.48019276537529,11,1,9.04346814095386
Soybean,Silt,1102.1344676632038,33.90480585266951,177.2783462968805,8.645040251286112,3.154610439451287,85.59003714265327,5.203528921982404,17.229079512058004,23.714139318961422,74.79560073223223,8,16,9.058021486610127
Rice,Sandy,498.47760898015923,24.84387853913517,86.86347935653373,1.4457214127019342,41.993095177416606,31.932921627022374,6.842804657825706,72.51600586964288,43.04888755097367,58.84299418453858,2,5,10.608690008387265
Rice,Silt,352.81669019528596,30.205284419161167,202.91391891150352,7.258916490114416,13.18842004826793,57.752096597742366,6.887992801016827,44.3655186905014,14.716530332037172,18.870448687878802,5,0,7.261065030676849
Soybean,Silt,414.86983718584463,26.11433752673571,191.43682663778648,11.200496141441441,22.17912669906107,48.80851739604609,8.012457113897526,21.924906063965793,70.36978632136707,64.60653377139319,9,3,8.0167278967722
Soybean,Loamy,202.58977578479136,33.55924842724455,228.67557909556442,18.30510367968903,33.72875303733138,69.90464639990569,5.341634993803976,87.5845771278515,31.842356415923597,88.73413143159057,1,18,12.774183820809462
Wheat,Peaty,1134.3615032095893,20.708281309215273,284.4261538448419,17.084532126842653,22.041520555760414,80.37776325413952,5.841559472865683,65.26075051350436,51.95333528492874,82.44676676779231,1,6,14.079654633311565
Cotton,Silt,1152.1213637758929,16.461449680921923,278.0636402752889,3.4224948067677285,22.623102337197228,51.62268729339417,6.422884098604546,41.92524711527747,16.90822147154467,79.73351274156101,10,13,14.275736855639916
Cotton,Loamy,869.4133548872372,22.498234936826655,286.51890451720783,2.7675771200770183,4.215771771451278,55.61412523937023,8.030445163969798,12.765446168544958,20.462363347340535,34.17361226866727,8,13,10.60157459828891
Rice,Peaty,409.77164137199884,26.857716621710757,111.17889925592523,12.196079436376674,20.670733913740186,88.91506707008486,8.286091602746986,58.35792331032495,79.3967278102364,70.06305411632005,2,9,9.117521927528546
Cotton,Silt,308.62063876389664,19.200501304816964,82.89132665983865,11.11024147671687,38.47754676777919,77.03499058075217,8.474536168577698,93.09032906376093,61.4814795830997,78.08827567721164,9,6,10.76505146618135
Rice,Silt,224.86765636847312,23.869932241409717,125.56917512411212,6.061175187170453,45.84364052214329,83.83224785590748,8.357177202604825,63.674184943212914,77.1478902330553,64.26609637050106,10,15,11.75729812700506
Wheat,Sandy,415.4726300547869,24.999575457339212,273.77129319157865,18.08960860652287,21.26135971610522,56.32573323909779,5.0207961454552406,97.44855441575439,27.18883739090331,30.04494052543844,9,3,11.538582216956907
Soybean,Sandy,1358.1121954780908,16.434796092206838,293.01336865587206,18.619961779769515,21.755705517074865,44.044572239046914,5.166979195088552,22.28060064434127,17.34221574648653,86.30671774999666,4,6,13.04288637970879
Soybean,Peaty,513.9978942121863,29.582681204605116,264.831237767619,8.64961732846309,35.42872820985895,54.7118079231871,5.51662386705156,61.147459413535316,42.73013476091232,46.065552916694074,2,14,14.059522506577094
Soybean,Silt,660.5527253823803,37.10858569928219,77.5044302818859,17.915748585156884,47.195828054158554,72.96551506989081,6.221017338695956,81.83125432057865,42.10012116705075,20.384444693270353,3,16,11.95372153013075
Cotton,Clay,336.94912982573317,18.79357282382631,286.85699951494826,8.29502899099648,14.085986071728652,36.56582429015876,7.904713108454356,57.298665801314456,18.12098853184909,18.78223160459136,10,2,10.905463396747788
Wheat,Sandy,489.0696961726214,29.94520033503785,155.8395068376965,14.999519804764303,22.567066120358906,46.228146336990534,8.124296683674181,18.195972038872533,59.99146771860577,61.801518983923664,1,15,7.904758569123718
Cotton,Peaty,874.9919420142667,31.618480122771157,52.32757269058842,10.04290213340676,40.00268893406275,32.798154027695425,5.653920422031041,62.45974013924959,32.13331508290506,45.01677171333913,3,1,9.817532933824667
Cotton,Silt,990.0784880243483,25.48336701048221,160.59843518704838,3.329079973636477,30.874984899327888,55.94086430028789,7.16882453066898,65.05641152582245,18.977392319788795,17.55871001431709,5,6,11.194287254681145
Wheat,Silt,518.9580084160743,32.52743968410675,61.5172924188669,18.630749823503407,6.4187308542337815,79.6467441587768,8.210766947728468,75.58383236278173,29.89875459074663,69.22916577248756,3,15,6.943977941559654
Wheat,Clay,275.05180699265236,25.2682885872753,185.9694802902794,9.627835274173195,31.75890404255102,31.479821297880648,6.623061075759622,78.50903636489265,47.274402472626136,73.94601338068958,3,8,10.46296035818376
Wheat,Peaty,708.3427298656183,27.615932199435875,134.63850685926283,14.955253766125669,10.150567945269017,70.51941160842996,5.362402501834744,79.36954193895464,59.48531991353324,68.0332504629161,10,11,9.84230229815762
Wheat,Silt,504.46438220423437,15.183826113860675,168.3587333985122,7.976302474194551,26.000580769841804,85.94975247082438,6.602347775296187,69.70999542750694,41.14181645431134,26.180870214721033,6,0,10.87076946780834
Soybean,Sandy,485.42010019874255,32.29300285336722,203.29259018577926,1.3587366929484586,26.926060115361484,44.21567169067094,6.3152821580082,29.423006777679234,44.41962423712801,65.18203647968555,3,13,8.710516140833064
Maize,Clay,1447.821643527492,31.53356697361811,267.20027395445504,2.9100768151448824,43.933964749024256,71.61809044365889,7.021802986231025,46.38121802555314,15.42094519570613,10.857824231550808,3,10,16.041785062767204
Maize,Peaty,1001.1906317034412,15.960021933158615,215.47539411798215,10.428170110308564,23.662219426609468,88.50611406601202,6.535305395424863,79.85169753529588,73.6018193531174,34.408971174272736,9,17,14.1742122211002
Wheat,Clay,923.9419761237247,24.20625268487833,158.51221711954517,14.109322785400886,14.692678689558816,87.73668360914779,5.060710743988013,95.80842850607318,74.65431484940333,41.9057225126035,2,4,10.539355615641895
Maize,Sandy,740.5076345803185,39.47579601979169,254.85696341759126,7.359971205006302,12.317351062585548,44.0957515817486,8.47899206694785,17.10522683529598,56.25699428135027,76.81975591084013,1,14,9.363563175315194
Maize,Peaty,757.6276334591876,25.51841406421542,276.395534393283,14.214280724375357,43.83834195753247,36.019863192724124,6.902390832056998,58.19830100174754,6.322355670051853,41.231549845552344,10,6,12.919267490585893
Wheat,Clay,903.176504989505,27.54863512829604,79.9399916080493,14.274076199207165,9.37953186649319,38.896952273754955,6.657707644196133,38.12700441918758,45.280566192749454,10.901555695151863,8,13,7.590553488997273
Maize,Loamy,1105.3587491469393,37.748253953992965,182.98324438819787,14.374782239228786,21.867559483274043,72.12214010892853,8.34116080026419,30.28545048851468,52.19142290664602,38.18771294624075,3,19,11.898485358783564
Cotton,Sandy,1112.7899250363782,32.93154689664391,121.12798993561104,10.35791522638966,10.171482631420403,73.54553252719654,5.5455112865547695,55.52296151677435,79.59906672185825,49.913927868742974,7,7,9.777804880125291
Rice,Sandy,423.2020800170844,29.55175327810559,61.76529946923685,18.382836852308575,38.89189796560439,70.45419369769195,5.662331608908369,64.5480406500883,79.70502163960977,85.92038293382187,2,3,8.028716783002151
Rice,Sandy,850.146577699615,34.94511703352681,217.13667377849634,10.294733841631697,24.24425935875633,50.16470326453428,7.828051621719743,10.879500827753311,69.3208426494168,85.28274430316358,11,2,8.615900367840567
Wheat,Loamy,735.5455235443326,36.60915666139933,265.69269436480636,9.555038676436126,18.20604083728379,40.186616385487326,5.91290878008753,80.21859149810719,9.787324401958514,24.469923057712926,11,11,12.347008621881201
Soybean,Loamy,1331.6850561501994,26.42220179343167,90.72566361934851,4.788235561201913,18.693882390696874,64.84566551713519,7.797294872020345,83.78939181335029,76.49572930840475,24.811723339156124,12,17,12.43233838357078
Wheat,Silt,1020.8445975838894,26.877709123295887,253.10341440597512,6.845446659770394,42.75849612942599,59.02082674547199,5.950367190179759,96.89597421111397,50.94959353639993,23.070516517164037,8,14,17.218190817688324
Soybean,Clay,892.2552863407764,24.651273391295895,263.3489333842354,1.8043553578477636,28.134923760427466,73.73004882733821,5.116156705787505,26.257935990222546,65.06650778593846,73.11375459312826,9,10,13.364093679649159
Rice,Silt,350.01303483259255,39.16765350046151,278.58511066662084,13.037170578707235,36.17552470543192,56.48160472113729,6.809551533603506,63.50973061248532,35.53946372643902,10.48176322947251,8,10,12.42540779547629
Wheat,Clay,987.3292561204349,32.42915635725876,116.32127227151311,5.722179134614764,44.954887296283545,50.3183816811881,5.688402519444015,48.39628361287551,28.975210342594234,20.174175855350185,8,11,11.490668072834234
Cotton,Loamy,352.36507738430345,17.080576655201806,275.9882662974723,6.778949835223837,45.18534212599146,47.608714641540864,7.652462025263649,40.13450663998156,39.7433109112856,53.03677053152792,8,18,14.565074929354903
Maize,Loamy,638.3685482354776,36.57399058282546,130.16568868410806,15.645475911622103,17.096943662555294,42.68821920298479,7.2441987163125185,60.90701062937542,16.015588472662017,29.80496535094124,7,16,8.459463413693323
Soybean,Silt,385.69455425863146,27.013998520906704,188.0845033638757,7.217202480067623,47.67011189417288,45.94478257119968,8.232609337922712,80.41447839011953,31.779960406497956,17.38851665914097,2,5,12.219056770273758
Maize,Peaty,1099.6957411316796,16.718847660562187,62.626867708070534,5.601721948249701,2.218918218715667,35.689826330646085,7.740459250430076,12.07475051006891,69.3213124826209,38.79024098670675,8,7,5.522722941993813
Maize,Silt,468.1277479869984,28.742931379082776,60.9702720921859,4.212097233540409,19.46494248979212,50.81142065573337,5.632715841942544,97.2460101309568,7.846286469566111,31.93660840481958,5,14,8.600061389104534
Wheat,Clay,709.4171851444338,25.429106974392553,230.09330318305072,15.722309641457162,44.894144017933236,32.194188741777495,7.8005538283267875,82.88934271351397,16.315853511845336,50.88834452114276,6,19,15.599674157891396
Maize,Silt,1364.3772109044123,36.943735121565624,161.11999449444778,3.464418901810511,14.457207111032163,41.18483082997961,7.246079656849082,77.60383332810206,14.383711973711414,88.33868750641567,4,9,10.791152477501129
Cotton,Sandy,465.61129841866136,20.099865090234683,114.07309384230439,9.621321444756717,14.380991065744599,74.80622667716574,7.341330746162187,78.43486439624532,35.2306657025171,19.944370945193477,1,14,9.109880234898892
Maize,Clay,860.1465831464128,35.661615237304574,97.60337400622754,10.631672205466694,15.828491969012546,49.52813932059736,7.912920100895521,45.01546386567873,79.77401756681463,39.818136386727545,5,11,7.720234337795919
Wheat,Clay,745.0531595158286,28.942217279636317,217.4883727148045,14.060408341028577,31.003355857499187,70.09422101864064,7.008384242161291,77.64584957603323,18.0018447658537,84.55880142979797,3,10,12.379921590360258
Cotton,Peaty,223.56125335944864,16.365257580336728,50.100386006334965,13.032386164326914,22.478306005103335,73.01305053583664,6.631012300235545,44.80931877426619,15.911198719944512,80.1498434795058,9,17,7.93886001737721
Rice,Loamy,1230.5855476446566,39.29613253313711,251.47279229921355,16.40369278595832,36.61000698131379,64.87112056392681,7.228243623755548,90.88361466173137,73.62917973321159,41.54168278274245,4,4,14.89959686330864
Maize,Clay,289.7596782089796,27.815381102579998,69.8124015324822,1.8502772445985247,44.850621485668626,87.5218644819239,6.042851001354257,25.95001449758227,71.15378877244743,65.91626116157892,10,11,8.971063486225118
Wheat,Loamy,816.5315272700396,22.271921355789562,97.87240372702986,6.632373770808547,34.03576937220017,31.286391997386794,5.639089958804847,36.31126817936364,7.418027749741583,17.028561086507644,2,4,8.97641571731381
Rice,Silt,928.881783420635,26.735171049731452,146.5590988247724,6.322548256732215,11.0188692896812,74.31915903528852,7.158057433249363,59.62037884291685,61.377947013448626,67.0032844434892,4,9,8.920974286722888
Rice,Sandy,1016.9543935989632,36.44644458793722,171.2146849290259,3.774321206250056,46.70141321566461,87.52719863642449,5.818469291799172,38.728993229854524,54.15992761073222,87.82861835877932,3,13,14.235715965577983
Soybean,Peaty,1095.2211181002383,22.622578109626588,138.74877895348544,6.49438682327242,13.960150794026447,81.73630376117636,5.279702882713123,48.181352076574605,62.580560738953174,52.99905222673533,3,15,10.645867542248231
Cotton,Loamy,529.2540985795297,19.816909912167507,130.17804124607346,6.885540968715165,8.344820471079748,40.0735615083008,5.001939646048388,54.31804204587352,42.08768410969416,49.87921816275314,5,4,6.678593679218658
Maize,Clay,212.9724096559842,18.226781173272038,290.97900301829713,10.915804776622087,5.408396664187084,49.60921837510392,7.129117904900236,87.07180139321578,79.35344138362217,24.985489576152826,1,10,11.124854942380855
Wheat,Loamy,1140.4767610613856,22.44648495975528,210.39492031084856,13.610385099598865,28.605803292642115,40.34711039258792,6.267520742180829,57.087302824782356,8.28852640332224,60.70305591258335,5,18,13.992762772425461
Soybean,Clay,896.3535791518522,34.50120217600109,55.858238841847054,8.240909758624468,6.574360661551938,66.07850182888225,7.6330883973570955,42.62138637531044,22.57786898028543,57.23498246231319,8,7,7.038244496160065
Cotton,Loamy,1286.9530141694233,26.79065912988154,157.54397711107828,14.669934394954243,7.800018321518907,72.73127891876953,6.313117394095858,32.29625476316042,34.74094902302113,62.154644758060044,10,18,10.193134129255444
Soybean,Clay,1267.8048717709025,20.6870400923385,268.75217493599257,7.38714143301202,15.701493549179336,49.024426161783495,6.701012068833793,46.780838091297746,38.73334561742774,12.086662934777745,12,19,13.529344759141779
Cotton,Silt,1296.3240181242481,19.15462499024373,125.36404660266699,6.515389868980447,14.800997474538727,62.370394439057726,6.424797404853847,56.41624939729329,74.1025552024639,53.897879067925885,9,17,10.960582167756193
Cotton,Clay,830.6230579734022,23.318236912759478,73.63908619359705,11.282573061283463,30.607736006274973,71.4552342042717,7.277011768882712,77.15033714829127,47.000327305794414,57.594787479789844,12,11,10.769888705443522
Maize,Clay,633.7169145879254,38.498109322142724,239.59619289747945,1.4506108458100215,41.020518694161396,55.2803889966629,6.246487067052389,20.894389855510482,8.38332466402954,26.602410833024173,1,12,11.667370766141186
Cotton,Sandy,1229.025663368781,23.57566781475061,201.50345798402032,2.515993349046007,38.30613315394173,81.24093182732756,8.373186774798082,29.94482694152358,35.58972225692464,26.666628599082884,2,17,14.244490290579394
Soybean,Clay,786.6823469380314,39.70310189886588,192.57812695662597,8.941421328144013,13.86173828110736,76.29299611726903,8.276514453094855,44.16886142818059,36.23678092768024,32.097453480875984,2,14,9.83071761610668
Cotton,Sandy,438.4748553244649,27.130761394133906,63.39413990185198,18.915341516443373,13.020214401313016,33.87993263103424,7.968097659300485,42.43585646075631,77.41182038283385,66.937727338179,6,14,5.363394030899992
Maize,Peaty,1311.4662254299167,19.47909795725377,85.12475244887933,14.70872381702505,48.323784975241416,67.26751794544974,8.221050947004619,45.257327884469056,49.939781826583115,58.50128508258973,1,11,14.071364736408318
